id_publisher,publisher
2610,Angel And Demons
2611,Climax Group
2612,"Bit Blot, Llc"
2613,Nicholas Rizzo
2614,Pinaattikeitto
2615,"Ouadi Huard, Gamersky Games"
2616,Sinned Games
2617,Handelabra Games Inc.
2618,Jason Swisher
2619,Cbgames
2620,Project Tranquil
2621,"Massive Damage, Inc."
2622,Parta Games Oy
2623,"熊窝Dodox, Ruixiao"
2624,David Amador
2625,The Broken Horn
2626,心火游戏
2627,Meridian4
2628,"Bit Kid, Inc."
2629,Headhunters Games
2630,Lonedev
2631,Dylan White
2632,Political Games Llc
2633,"Kpl, Osprey Publishing"
2634,Anatoliy Loginovskikh
2635,Kurenaibook
2636,Shape Shop
2637,Nimbly Games
2638,T-Bull
2639,"Fat Bomb Studios, Llc"
2640,The Very Big Fish Games
2641,Soda Den
2642,Mgg Studio
2643,Acute Games
2644,Interactive Fate
2645,Sigonheart Games Llc
2646,Range10 Interactive
2647,5D6 Games
2648,Moolion
2649,Sir Bedlam Productions
2650,"Games Operators, Playway S.A."
2651,Mehan Games
2652,Dreamteam Mobile
2653,Sinclair Strange
2654,Kleskby
2655,Reverse Impact
2656,Flavourworks
2657,Francois Roussel
2658,Infininigon Games
2659,Eraytek
2660,Pineapple Works
2661,Hb Studios
2662,Omni Systems
2663,Laundry Bear Games
2664,Asteroid Game Studio
2665,"Wmy Studio, Playism"
2666,Dipl. Ing. Rolf-Dieter Klein
2667,Supersg.Software.Us
2668,"Hotloop, Surefire.Games"
2669,Longplay Studios
2670,Hyperstrange
2671,Romantic Room
2672,"Sbn3, Wrath Club"
2673,Snapbreak
2674,Limasse Five
2675,Crunching Koalas
2676,Twowizards
2677,5 Bits Games
2678,Counter_Agents_Team
2679,Next Dimension Game Adventures Ltd.
2680,Ppc
2681,Eightyeightgames
2682,Megagon Industries
2683,"Illfonic, Psyop Games"
2684,Xefier Games
2685,Magics
2686,Majaja
2687,For Fun Labs
2688,Curfluffle
2689,Chibig
2690,Technomancy Studios
2691,G2Crew
2692,Ascalon Games
2693,Luminy Studios
2694,Tuborg Entertainment
2695,Tygames
2696,Nerdook Productions
2697,Balloon Moose Games
2698,Matt Newell
2699,"Ragged Games, Playway S.A."
2700,Simon Fredholm
2701,Zombie Studios
2702,"Hassey Enterprises, Inc."
2703,Lil Hentai Games
2704,Delayed Victory
2705,Decaying Logic
2706,Old School Vibes
2707,Nstuff Entertainment
2708,Greg Lobanov
2709,Zaxis Games
2710,Smola Game Studio
2711,Unbound Creations
2712,David Long
2713,Wolvesville Gmbh & Co. Kg
2714,Spooky Squid Games Inc.
2715,Bitrich.Info
2716,Gridpop
2717,Al Fine
2718,Nik
2719,Satosha Nakamoti
2720,The Quadsphere
2721,"Somi, Zero Rock Entertainment"
2722,Vidiludi Games And Entertainment
2723,Jacob Janerka
2724,Nuked Cockroach
2725,Ocean Media Llc
2726,Merge Publishing
2727,"Leyo Games, 2P Games"
2728,Trevor Sorensen
2729,Catos Game
2730,"Vile Monarch, Spiral Up Games"
2731,Dovetail Games
2732,Goricina Entertainment
2733,Guiliamgames
2734,Iubisoft System Srl
2735,鸽屋咕游戏
2736,Finn Schuuring
2737,Corinthine
2738,Seafront Games
2739,Not A Sailor Studios
2740,Krita Team
2741,Game In A Bottle
2742,Sayan
2743,Gaijin Entertainment
2744,Cavemanon
2745,Fx Games Media
2746,"Wayforward , Arc System Works"
2747,Focusd Io
2748,Shroudy Software
2749,Warfare Studios
2750,"Sierra, Activision, Aspyr (Linux)"
2751,格林达姆136工程团
2752,Hitech Creations Inc.
2753,Bitlock Studio
2754,Groupees Interactive
2755,Trickjump Games
2756,Npk Games
2757,Blood Music
2758,Quasar
2759,Soft Source
2760,Eugene Zubko
2761,Alexander Cirac Antio
2762,Overseer Games
2763,Wessel Stoop
2764,"Pm Studios, Inc., Ce-Asia"
2765,Checkmaty
2766,Derrick Davison
2767,Nitro Games
2768,Monstrum
2769,Reloaded Studios
2770,"Parabole, Ravenscourt"
2771,Rmal
2772,"Indie.Io, Smilegate, Gamepoch"
2773,Bliss Brain
2774,Demolish Games S.A.
2775,Sewer Cat
2776,Watashi Games
2777,Dztfix
2778,Bancyco
2779,Mighty Coconut
2780,Beautifun Games
2781,Wtfomgames
2782,Gamecan
2783,Ghostlight Ltd
2784,Blacc Ski Weekend Industries
2785,Somethingextra
2786,Goldfire Studios
2787,Psychoflux Entertainment
2788,L3O Interactive
2789,2&30 Software
2790,M506 Tec
2791,Future Friends Games
2792,Trebuchet
2793,"Coilworks, Rising Star Games"
2794,Clever Plays
2795,Kovalev Gaming
2796,Sketchy Realms
2797,Astra Logical
2798,Ankaar Productions
2799,Night Node Software
2800,Red Team Games
2801,Swing Swing Submarine
2802,"Ustwo Games, Pid Games, Dear Villagers"
2803,Radial Games Corp
2804,Storm_Sharks
2805,Holy Warp
2806,Zilong Game Limited
2807,"Otl Game, Waku Waku Games"
2808,Dz
2809,Firedanger Studio
2810,"Daniel Linssen, Sokpop Collective"
2811,Graphite Lab
2812,Cow Game
2813,Hikari Field
2814,3D Realms (Apogee Software)
2815,"Asmodee Digital, Z-Man Games"
2816,Three Eyed Games
2817,Fitxr
2818,"Sansar, Inc"
2819,"Iwplay World Interactive Entertainment Technology Co., Ltd."
2820,"David Oreilly, Playism (Japan)"
2821,"Mediascape Co., Ltd."
2822,Itbt  Studio
2823,Bold Spirit Game Studio
2824,Radatomic Studios
2825,Neuronhaze
2826,Hidden Crawlspace Studios
2827,Archetype Studios
2828,"Chimera Entertainment, H2 Interactive (Korea And Japan)"
2829,Kitsune Games
2830,Parallel Portal
2831,Hook Games
2832,"Aliasblack, Squeaky Wheel"
2833,"Asobism.Co.,Ltd"
2834,Giraffe Lab Llc
2835,"Creativeforge Games, G-Devs.Com"
2836,Weston Mitchell
2837,Lumbernauts
2838,Quantized Bit
2839,Loren Lemcke
2840,Chi Entertainment Corp.
2841,Niffler Ltd.
2842,Strange Scaffold
2843,Digital Eel
2844,Cyanide Studios
2845,Artplant
2846,Cleversan Software
2847,喜人一个
2848,Dreamescape
2849,Rival Games Ltd
2850,Cbe Software
2851,"Twinbeard, Inc."
2852,Wonderbelly Games
2853,Blackrobe
2854,Dharker Studios
2855,Flnstudios
2856,Playfusion
2857,Wildwood Game Studios
2858,Washbear Studio
2859,Baked Games
2860,Crablacksmith Studios
2861,Isolated Games
2862,Barnes
2863,Infinitap Games
2864,Hanbitsoft Inc.
2865,Sungjunjo
2866,Marion Surgical Inc.
2867,Elven Workshop
2868,Adog
2869,Seikei Production
2870,Wax Publishing
2871,Cyberisle
2872,"Tacty Studio, Santor Games"
2873,Team Dots
2874,"Wildlands Interactive, Ultimate Publishing"
2875,Santa Ragione
2876,Robert Borghese
2877,Sutariya Studios
2878,Valsar
2879,Redboon
2880,10F
2881,Kluge Interactive
2882,Npckc
2883,Magic Fountain Studio
2884,Vandermaesen Games
2885,Omega Gaming Llc
2886,Little Bear Studios
2887,The_Kiddy
2888,Pro Playa Dev
2889,Maqna Interactive Ltda
2890,"Worm Club, Superhot Presents"
2891,Rubycone
2892,Metalstar Studio
2893,Sakuragame
2894,Gdstudio
2895,Trinket Studios
2896,Bit Fox Den
2897,"Yggdrazil Group Co.,Ltd"
2898,Empty Clip Studios
2899,Royal Rudius Entertainment
2900,Fuero Games
2901,Jni Games
2902,Anima Publishing
2903,Sobaka Studio
2904,Toasty Leaf Ab
2905,Qarasands
2906,Alice In Dissonance
2907,Bulbware
2908,Yi Dai
2909,"Boltray Games (China), Pikpok (Worldwide)"
2910,Dusk Wave Arts Llc
2911,"Destinybit, Amplifier Studios"
2912,Amata Games
2913,Real Co.Ltd
2914,Monkeys Tales Studio
2915,Triple Eye Games
2916,"Pixel Gangsta Studio, Flying Interactive"
2917,Untame
2918,Fallen Snow Studios
2919,Seedwall
2920,Amonga99
2921,Teneke Kafalar
2922,Conatus Creative Inc.
2923,"Edmund Mcmillen, James Id"
2924,Norrman Brothers
2925,Edym Pixels
2926,Newgen
2927,Pixmain
2928,Edvar Studio
2929,Deceptive Games
2930,Wingjoy Games
2931,Unbegames
2932,Helmet Games
2933,Pinblend Studios
2934,North Of Earth
2935,Mandragora
2936,Omega
2937,Shota Kasai
2938,Kozhakov
2939,All Seeing Eye Games
2940,"Pid Games, Dear Villagers"
2941,Volok Games
2942,"Blowfish Studios, Gamera Games"
2943,Disco Entertainment
2944,The Ito Project
2945,Mantaliss
2946,Dream Reactor
2947,Proximity Games
2948,Technotal
2949,Reum Entertainment
2950,Lion Sized Studios
2951,Redfox Games
2952,Pawel Zajac (Artbarian Games)
2953,505 Pulse
2954,Anvate Games
2955,Pinnical Studio
2956,The Drone Racing League
2957,Muifwego
2958,Bitbox S.L.
2959,Flynn'S Arcade
2960,Games Foundry
2961,Dangen Entertainment
2962,Altered Orbit Studios
2963,Chilled Mouse
2964,One Bit Studio
2965,"Lightning Games, Wave Games"
2966,Kiwiwalks
2967,Icy Donut
2968,Itsthetalia
2969,"Pqube, Gamirror Games"
2970,Doublethink Studio
2971,Refugium Games
2972,"Intrepid Studios, Inc."
2973,Games Of Tomorrow Gmbh
2974,Northway Games
2975,Frecle
2976,"Peach Pie Productions, Plug In Digital"
2977,"Sunfish Co., Ltd."
2978,Halfbrick Studios Pty Ltd
2979,Treasure
2980,Dinamic Software
2981,Ludic Studios
2982,Deck13
2983,"Edmund Mcmillen, Tyler Glaiel"
2984,El Tech
2985,Akim Games
2986,Blind Recluse
2987,Pujia8 Studio
2988,"Kairosoft Co.,Ltd"
2989,Thunder Devs.
2990,Nina Demirjian
2991,"Playway S.A., Ultimate Games S.A."
2992,Vysoko Anime Production
2993,Shield Break Studios
2994,Huebotics
2995,Team Little Sparrow
2996,Kitungo Studios
2997,Dale Turner
2998,"Shenzhen Huanjing Technology Co.,Ltd"
2999,"Skystone Games, Vanimals"
3000,"Alcedo Games, Gamersky Games"
3001,Back Of Nowhere Studios
3002,Soda Game Studio
3003,4Divinity
3004,Breda University Of Applied Sciences
3005,"Idle System, Inc."
3006,Strangelight Games
3007,Bulldog Interactive
3008,Thinmatrix
3009,Human Head Studios
3010,Doublebear Productions
3011,Hammerfire Interactive
3012,"Gamera Games, Gamirror Games"
3013,Fiassink Games
3014,"Digital Eclipse, Atari"
3015,Focus Home Interactive
3016,Llama Software
3017,Landauer Games
3018,Soundandfurygames
3019,Kovalim
3020,Anomaly Games
3021,Robert Alvarez
3022,Walkabout
3023,Fishermangamedev
3024,Naga Entertainment
3025,Arrowiz
3026,昆布科技
3027,Weird And Wry
3028,Iron Galaxy Studios
3029,Tapblaze
3030,Triskell Interactive
3031,Creepy Brothers
3032,Yeo
3033,Fleon Games
3034,"Crespirit, Neverland Entertainment"
3035,Lappi Soft
3036,Latent Malice
3037,Gamelooper
3038,Team Halfbeard
3039,Ishtar Games
3040,Albino Moose Games
3041,"Daedalic Entertainment, Daylight Studios"
3042,Pgn Inc
3043,Four Leaf Studios
3044,Free Reign Entertainment Llc
3045,Illusion
3046,Antizero Company
3047,European Games Group Ag
3048,Autotelic Games Llc
3049,"Zimad, Inc."
3050,"The Arcade Crew, Gamera Game (China)"
3051,Corebeast Interactive
3052,Innogames
3053,Darkmatter Games
3054,"Nekonyan Ltd., Hikari Field"
3055,Juan Gabriel Gomila
3056,Traipseware
3057,Big Ant Studios
3058,Invertmouse
3059,Flipswitch Games
3060,Justin Wade
3061,"Gryphline, Fireshine Games"
3062,"Marvelous Europe, Xseed Games"
3063,Lesser Evil
3064,Dragonis Games
3065,Gambit Digital
3066,Chaos Minds
3067,Artifex Mundi
3068,Cosmic Logic
3069,Happy Broccoli Games
3070,Bling Bling Games Gmbh
3071,"Kodera Software, Kurki.Games"
3072,Pixel Trickery
3073,Focka Games
3074,The Animation Workshop
3075,Rockgame S.A.
3076,Cubic Pie
3077,Milpitians
3078,Colepowered Games
3079,"Nupixo Games, Whispergames"
3080,Enki
3081,"Piece Of Cake Studios, Kepler Ghost"
3082,Historyaccuratedevelopers
3083,"Joeveno, Noquarter"
3084,Kinto Games Llc
3085,Bolingogames
3086,Aehmttw (Matei Budiu)
3087,Zerone Games
3088,Super Bit Machine
3089,Otaku Plan
3090,Netmarble
3091,"Digixart, Thq Nordic"
3092,Singta Inc.
3093,Aden Interactive
3094,Shueisha Games
3095,Catness Game Studios Sl
3096,Ultra Ultra
3097,Sentinel Studios
3098,Tin Man Games
3099,Deadsteel Studio
3100,Sunblink
3101,Ilogin Studio
3102,"Lucasfilm, Disney"
3103,"Fancy Fish Games, Whitethorn Games"
3104,Storytaco
3105,Alliance Arts
3106,Cranky Watermelon
3107,Tomyhorst
3108,Afterthought Studios
3109,Magnolia Art
3110,Foam Entertainment
3111,Xuzhou Getai Trading Co. Ltd
3112,Kikiwik Games
3113,Rafael Burgos
3114,Carrot Studios
3115,Sean Adair Entertainment
3116,"Talesshop Co., Ltd."
3117,Orangesgame Technology Limited
3118,"Rogue Games, Inc."
3119,Axolittle Software
3120,赤瞳大白猫
3121,Propixel Games
3122,Ranger Game
3123,Petriheart
3124,Laboratstudio
3125,Slimesmile
3126,4Tabern
3127,Soedesco
3128,Dynamicnext
3129,Analgesic Productions
3130,Hothead Games
3131,B-Alive Gmbh
3132,Myth Entertainment
3133,2Oo2
3134,"Drecom Co., Ltd., Nightdive Studios, Atari"
3135,Mr. Podunkian
3136,"Hypetrain Digital, Sidekick Publishing"
3137,River Crow Studio
3138,Pyromancers.Com
3139,Reflect Studios
3140,Null Reference Games
3141,Absolutist Ltd.
3142,Ignatus Zuk And Gonzalo Villagomez
3143,"Indienova, Studio Amateur"
3144,T.D
3145,No Matter Studios
3146,Tiny Roar
3147,Nachosama Games
3148,Struckd Ag
3149,Hype Games
3150,西安曼云网络科技有限公司
3151,Aiaz Marx
3152,Tegridy Made Games
3153,Doomster Entertainment
3154,Glootschke Games
3155,The Simutrans Team
3156,Ritual Reality
3157,Wayward Prophet
3158,Sketchy Logic
3159,Bantu
3160,Neoclassic Games
3161,Kokua Games
3162,"嘉兴黑曜石(Jiaxing Obsidian), Owl Digital Entertainment"
3163,Cavalier Game Studios
3164,Lowbirth Games
3165,Vivid Games S.A.
3166,"Boffo Intergalactic Games, Zoom Platform Media"
3167,Mixamo
3168,Vijuda
3169,Nyamyam
3170,Miyagi Games
3171,Throughline Games
3172,Diego Fernandes Malinowsky
3173,Néotl Empire
3174,Viking Tao
3175,Mixed Realms Pte Ltd
3176,Bucketplay Inc.
3177,Alastair John Jack
3178,Redeev
3179,The Scholastics
3180,Mackinn7
3181,Alid Games
3182,Chewa
3183,Triomatica Games
3184,Isto Inc.
3185,Thomas Förg Media
3186,Panda Indie Studio
3187,"Komodo, Kadokawa Corporation, Taito Corp."
3188,Lupus Studios Limited
3189,"Marauder Interactive, Llc"
3190,Awoker Games
3191,Tupã Games
3192,Sundae Month
3193,Bruner House
3194,"Coconut Island Games, Application Systems Heidelberg"
3195,Dragon Fire Games Inc
3196,Invisible Walls
3197,2Chance Projects
3198,Pokerstars Mobile Limited
3199,Revolutionary Games Studio
3200,Create Something Interesting
3201,Crater Studios
3202,Totallynotreptillian
3203,Zeiva Inc
3204,Heimo Game Studio
3205,Csr-Studios
3206,Nordcurrent Labs
3207,Gigantum Games
3208,Peaksel
3209,Hongyuan Game
3210,Nauris Amatnieks
3211,Roosterlandia
3212,Myth Studio
3213,"Dexp, Mylifegame.Ru"
3214,Lemonsucker Games
3215,"Batcholi, Flodksm"
3216,Jinxi
3217,Moonshot Interactive Games
3218,Bigbug Studio
3219,Lucasarts
3220,Sc Games
3221,Fire Fighter Games
3222,Nupu Neko Dev
3223,Bar Yaari
3224,Ragesquid
3225,Vd Games
3226,"Live Motion Games, Frozen Way, Frozen District"
3227,Serious Brew
3228,Fireroot Studios
3229,Ayakashi Games
3230,Boogygames Studios
3231,Age Of Fear
3232,Kazakovstudios
3233,Lore Nine
3234,Shockfront Studios
3235,Robot Riot Ug (Haftungsbeschränkt)
3236,Narrator
3237,Mythical City Games
3238,Proton Studio Inc
3239,Lights Are Off Llc
3240,Marevo Collective
3241,Pandaupstudio
3242,Kemco
3243,Broken Arms Games
3244,Boltrend Games
3245,Standable
3246,Byu Center For Animation
3247,Noglyph Games
3248,Anuman Interactive / Microids
3249,Loading Home
3250,Tudor Sandru
3251,Andre David Dev
3252,Motion Games Studio
3253,Pixel Life
3254,Vizek
3255,"Riposte Games &Amp; Co, Inc"
3256,Smilegate Entertainment
3257,Ejrgames
3258,Suits &Amp; Sandals
3259,Halfbus
3260,Dan Trimble
3261,Virtys
3262,Tsukuyomic
3263,Three Fields Entertainment
3264,Herrero Games
3265,Max Loh
3266,Infectious Ape
3267,Alessandro Guzzo
3268,Ilmir Nasertdinov
3269,Rebel Rabbit
3270,"Flow Studio, Fireshine Games"
3271,Momostorm Entertainment
3272,Loms Studio
3273,8Bitskull
3274,Question
3275,Phantom Compass
3276,Super Walrus Games
3277,Coredumping
3278,Fraoula
3279,None
3280,Eternal Dream
3281,Green Man Gaming Publishing
3282,Gamerealmmadness
3283,Bloodious Games
3284,Beatnik Games
3285,Blind Bird
3286,Christophercgaming Llc
3287,Therefore Games
3288,Kristopher Werlinder
3289,上海奇速网络科技有限公司
3290,Dreamlit Inc.
3291,"Flawless Gaming, Erabit, Starlight Gaming"
3292,Vector Bundle
3293,Heartomics
3294,Neonchimp Games
3295,"方块游戏(Cubegame), Softstar Entertainment"
3296,"Wavedash Games, Vortex Games"
3297,Koto Games
3298,Pirate Software
3299,Cp Decision
3300,Murudai
3301,Blam! Games Llc
3302,Warp Turtle
3303,Orc Chop Games
3304,Privateer Press Interactive
3305,Subatomic Studios Llc
3306,Orthogonal Games
3307,Ion Lands
3308,Love Conquers All Games
3309,"Thq, Disney"
3310,Dusk Dog Studio
3311,Redbeak Games
3312,"Monster Couch, Stonemaier Games, Indienova"
3313,Dddimann
3314,Instinct Software Ltd.
3315,Uuvana Studios
3316,Sam751021
3317,St Studios
3318,"Komodo, Taito Corp."
3319,Psychic Software
3320,Bear & Cat Studio
3321,Afterburn
3322,Smp
3323,Linked Squad
3324,Brute Force
3325,Krome Studios
3326,Ragnarökr Project
3327,U-Secret Studio
3328,Torrunt
3329,Dmitry Zheltobriukhov
3330,"Tensori, Unikat Label"
3331,Avenax
3332,Burnout Game Ventures
3333,Shadow Masters
3334,"L. Stotch, Vladimir Soldatov"
3335,Rava Games
3336,Bslteam
3337,Red Unit Studios
3338,Capriccio
3339,Eneida Games
3340,Studio Evil
3341,Creative Pudding Hungary Llc.
3342,All Yes Good
3343,Team Tetrapod
3344,Panda Studio
3345,Shattered Journal Games
3346,"Callback, Ln404"
3347,Moonlight Mouse
3348,Oreol
3349,Inbetweengames
3350,Triverske
3351,Crema
3352,Ethan Harris-Austin
3353,"Origame Digital, Playism"
3354,Hambug Games
3355,Team Dyo
3356,"Catoptric Games, Indieark"
3357,Refic Games
3358,Bogosoft
3359,Early Morning Studio
3360,Disquire
3361,Andrew Morrish
3362,Grinning Games
3363,34Bigthings
3364,Out Of The Park Developments
3365,Patrick Traynor
3366,Bitmap Bureau
3367,1Bit
3368,Twilight Sonata Studio
3369,God Roll Games
3370,Zero Mana Studio
3371,H5Dev Games
3372,Gravity Garden
3373,Half-Face Games
3374,Alex Zhang
3375,游艺春秋
3376,Single A Games
3377,Fdg Entertainment
3378,Advanced Games B
3379,Voiceattack.Com
3380,"Frontwire Studios, Llc"
3381,Pds Games
3382,New Star Games
3383,Pixel Peanuts
3384,Light Echo
3385,Commandospro
3386,Mi-Clos Studio
3387,Puppet Combo
3388,Budget Friendly Entertainment
3389,Jumpship
3390,Krystian Majewski
3391,Draknek & Friends
3392,Bn Games
3393,Andrei Ivashentsev
3394,Achpile
3395,Simogo
3396,Madrock
3397,Digital Art Team
3398,Ydkr
3399,Pixelcount Studios
3400,Roest
3401,"Rock Wall Games, Llc"
3402,Zeleniuk
3403,Wild Arts Llc
3404,Maze Theory
3405,2X2 Games
3406,"Tendogames Co., Ltd., Cube Game"
3407,Lohsoft
3408,Homewreckers Studio
3409,Octavi Navarro
3410,Games Farm
3411,"Jandusoft, Anotherindie"
3412,Novaquark
3413,Ivan Zanotti'S Mymadnessworks
3414,"Merlino Games, Hyperstrange"
3415,Knight Owl Games
3416,Hamster On Coke Games
3417,Lost Pilgrims Studios
3418,Chaos
3419,Hade Games
3420,Atahan Öztürk
3421,3 Sprockets
3422,"Twin Sails Interactive, Ce-Asia"
3423,Old World Studios™
3424,幻想小白工作室
3425,"Pujia8 Studio, Gamera Game"
3426,Leakage Games
3427,Capucine Mahieux
3428,Tiny Shiny Things
3429,Ironequal
3430,Gamechanger Studio
3431,Nmc Studios
3432,Doublev
3433,Gessler Games
3434,Black Smoke Studios
3435,"Qooc Software, Xd"
3436,1C-Softclub
3437,Maxeymus Games
3438,"Jolifess Inc., Fulinkazan Co."
3439,Toilet Games
3440,Valhalla Cats
3441,Alien Pixel Studios
3442,Wholetone Games
3443,Emika_Games
3444,Lsp Game
3445,Wave Ecstacy
3446,"Urvogel Games, Llc"
3447,704 Games Company
3448,"Indoor Astronaut, Kepler Ghost"
3449,Merhaba Yazılım
3450,Kava Game Studio
3451,Dya Games
3452,Quinton Reeves
3453,Funselektor Labs Inc.
3454,Nonnobis Games
3455,"Buck Games, Hawthorn Games"
3456,"H.P.Y.S,Llc"
3457,"H2 Interactive Co., Ltd."
3458,Project 99 Games
3459,Anvio
3460,Corvuscorax_Studio
3461,Rodeo Games
3462,Serge Kornew
3463,"H2 Interactive Co., Ltd., Superday"
3464,Leonardo Interactive
3465,Firering Studio
3466,Stray Bombay
3467,Dexp
3468,Anate Studio
3469,505 Games Official
3470,Ohm Force
3471,Desktoppaints Llc
3472,"Frima Studio, Microids Indie"
3473,Thegamingvan
3474,Viva Media Inc
3475,Retroware
3476,Union Onion
3477,Insertdisc5
3478,Majorariatto
3479,"Wired Productions, Whispergames"
3480,Pipeworks Studios
3481,Soleil Ltd.
3482,上海班图网络科技有限公司
3483,Vladimir Maslov
3484,Zakos Games
3485,F2House
3486,"Creative Storm Entertainment, Vincennes Group"
3487,Leo Waters
3488,"Piko Interactive Llc, Bleem!"
3489,Mesopotamia
3490,Action Square
3491,Finally Games
3492,Uab Detis
3493,Hawthorn Games
3494,Lonely Oni Interactive
3495,Stas Shostak
3496,Far Few Giants
3497,Retora Games
3498,Unique Media
3499,Mydreamforever
3500,Mdickie
3501,"Sidekick Publishing, Gamersky Games"
3502,Bisquitplay
3503,Oubliette
3504,"Sesisoft, Jc Planet"
3505,Light Vision Interactive
3506,Treefortress Games
3507,Caret Games
3508,Nussygame
3509,Recall Software Inc.
3510,Blendo Games
3511,Two Tribes
3512,Beans Rolls
3513,Pixelfade
3514,Whirllaxy Limited
3515,4Ugui
3516,Steppe Hare Studio
3517,Badland Studio
3518,Easygames
3519,Thunderlime
3520,Crescent Moon Games
3521,Ready To Play
3522,"Heaven Brotherhood, Grabthegames"
3523,Galaxytrail
3524,Pursuit Games
3525,Team101
3526,Nino Games
3527,Agharta Studio
3528,Vektro Digital
3529,Late Night Games
3530,Stonebrick Studios
3531,Atom Republic
3532,Mutantleg
3533,God As A Cucumber
3534,Violet Angel Interactive
3535,M2H
3536,Marcelo Barbosa
3537,Mystik'Art
3538,"Brilliance Games, Brilliance"
3539,Coal Supper
3540,Zha7
3541,Evolvedlabs
3542,4 Dimension Games
3543,Yodum Games I/S
3544,Gb09
3545,Laputa Labs
3546,Forceight
3547,D&A Studios
3548,"Plug In Digital, Milestone S.R.L."
3549,Buho Game
3550,"Manager Games S.A., Red Dev Studio S.A."
3551,Owlet
3552,"Scrambler, Peow Studio"
3553,Insomnia
3554,Neuronality
3555,Chondrite Games
3556,Wrath Club
3557,Ian Campbell
3558,Nightstuff Games
3559,Michele Pirovano
3560,Rama Studio
3561,Echo Entertainment
3562,Juggernaut Games
3563,"Wx3 Labs, Llc"
3564,Canfish
3565,Greenguy
3566,Random Seed Games
3567,Hong Kong Netease Interactive Entertainment Limited
3568,General Mills
3569,Carmine T. Guida
3570,Jonworks Interactive
3571,Alan Edwardes
3572,方块游戏(Cubegame)
3573,Fantasize Games
3574,Sakari Games
3575,Gaming Goose Entertainment
3576,"Acceleroto, Inc."
3577,Pixel Forest Games
3578,Bigbread
3579,"Cyan Worlds, Inc., Ubisoft"
3580,Drygin Studios
3581,想象颗粒
3582,Oath Games
3583,Matrix Games
3584,Adei Devind
3585,侠客工作室
3586,Game*Spark Publishing
3587,Neomateria Games Gmbh
3588,Rondomedia Gmbh
3589,Kurokumasoft
3590,System Erasure
3591,Bbc Media Applications Technologies Limited
3592,"Asraworks, Team17"
3593,Snails Arcade
3594,Igor Rashkuev
3595,President Studio
3596,"Her Interactive, Inc."
3597,"Future Friends Games, Auntygames"
3598,M For Mother
3599,"Duality Games, Playway S.A."
3600,William At Oxford
3601,Elev8 Games
3602,Bohdan Taraba
3603,Pavel Kudinov
3604,Aterdux Entertainment
3605,Tw Gamedev
3606,Dmytry Lavrov
3607,"Biglight.Games, Npc Entertainment"
3608,Doghadhouse
3609,"Z Studio, Paras Games"
3610,System 3
3611,"Humongous Entertainment, Nightdive Studios"
3612,"Dreadlocks Ltd., Techland, Whispergames"
3613,Effectmatrix
3614,Spell Helix
3615,Monothetic Llc
3616,Jason Godbey
3617,App Business Ventures Llc
3618,Anarkis Gaming
3619,Moonbit
3620,Mvr
3621,Great Potion Games
3622,Lyra Creative
3623,Elkibe Games
3624,Top Right Corner
3625,John Paul The Great Catholic University
3626,Brhp
3627,Digital Theory Ltd.
3628,Gameplay Group International
3629,No Ewe Productions
3630,Emad
3631,Ghost Cat Games
3632,Josplays
3633,Stormind Games
3634,Tactic Studios Inc.
3635,Reentry Games
3636,Hedge Knight Games
3637,Nowhere Studios
3638,Little Cloud Games
3639,App Holdings
3640,"Neon Doctrine , Yangyang Mobile, Raw Fury"
3641,"Good Shepherd Entertainment, Devolver Digital"
3642,"Forklift Interactive, Gamersky Games"
3643,Hype Mint
3644,Looch Labs
3645,First Break Labs
3646,Turmoil Games
3647,Moon
3648,Grynsoft
3649,"Full Control, Thq Nordic"
3650,Underdog Games
3651,Red Cabin Games
3652,Adventurepro Games Llc
3653,Snowed In Studios
3654,Freedomize Studio
3655,"Mangagamer, Sunflower Ocean"
3656,Andy Sztark
3657,Nemo Studios
3658,Integer Games
3659,0Up Games
3660,Dreamer'S Anvil
3661,Happinet
3662,The-Mark Entertainment
3663,Kalvarez A. Party
3664,Skygoblin
3665,Duality Games
3666,Bowlcut Studios
3667,Tap Water Games
3668,Cosmo D Studios
3669,Paleno Games
3670,"Green Willow Games, Llc"
3671,Vaka Game Magazine
3672,Corrosive Studios Llc
3673,Electric Succubi
3674,"Dear Villagers, Gamirror Games"
3675,Enitvare
3676,Stephen Crabb
3677,Rayka Studio
3678,Funbox Games
3679,Axis Game Factory Llc
3680,Multicastgames
3681,68 Studio
3682,Tim Rachor
3683,Pera Games
3684,Futuregamestudio
3685,The Digital Lounge
3686,"5Minlab Corp., Krafton, Inc."
3687,Sean Marty
3688,Silent Dreams
3689,"Wildmonkey, Gamirror Games"
3690,"Rayka Studio, Npc Entertainment, Craftmos Games"
3691,Frozenshard Games
3692,Dionous Games
3693,Dionic Software
3694,Lizardfactory
3695,"Fireshine Games, Shochiku"
3696,Xeip Games
3697,"Nightdive Studios, Throwback Entertainment, Atari"
3698,"Daedalic Entertainment, Nacon"
3699,Perfect Random
3700,Clockstone
3701,Vac Foundation
3702,Dosowisko.Net
3703,Egor Olegovich Yakovlev
3704,Scraping Bottom Games
3705,Noetic
3706,Qutosogame
3707,Prisma Games L.L.C.
3708,Earthbound Games Ltd.
3709,Rubika Supinfogame
3710,Ultimo Games
3711,Gizmoplay Ltd
3712,莓夜工作室
