id_developer,developer
1055,"Monstars Inc., Resonair, Stage Games"
1056,Black Tabby Games
1057,Starward Industries
1058,Iobit
1059,Acid Nerve
1060,Attritom7 Productions
1061,Sector D2
1062,Housemarque
1063,"Insomniac Games, Blind Squirrel Games"
1064,"Shub-Niggurath Games, Shopalover"
1065,Shanghai Silvermoon Network Technology Co.Ltd
1066,"Frontier, Aspyr (Mac)"
1067,"Vertigo Games, Jaywalkers Interactive"
1068,Indie Game Group
1069,Suspicious Developments
1070,"Allm Co., Ltd."
1071,Okomotive
1072,Shiying Studio
1073,Silver Dollar Games
1074,Deep Field Games
1075,Sokpop Collective
1076,Lightspeed Studios
1077,Apog Labs
1078,Wildfire Game（无锡野火数字科技有限公司）
1079,Sbug Games
1080,"Nightdive Studios, Monolith Productions"
1081,Goose Minded
1082,Soviet Games
1083,Snail Games Usa
1084,Ghostpie Studio
1085,Skybound Games
1086,Reissad Studio
1087,16Bit Nights
1088,Changyou.Com Limited
1089,Soff Games
1090,"Circle Five Studios, Pub Games"
1091,Spiders
1092,Red Thread Games
1093,北京九鳳信息科技有限公司
1094,4G
1095,Holotech Studios
1096,Thatgamecompany
1097,Klonk Games
1098,Jaspel
1099,Mastercode
1100,"World'S Edge, Forgotten Empires, Tantalus"
1101,Lightmare Studios
1102,Sand Sailor Studio
1103,Team17
1104,Eforb
1105,"Valkyrie Entertainment, Llc"
1106,Behappy Studios
1107,"Blue Byte, Related Designs"
1108,Crystal Dynamics
1109,Snekflat
1110,"Rooster Teeth Games, Farbridge"
1111,Sumo Digital
1112,"Epyx, Inc."
1113,Mihai Morosanu
1114,Wave Games
1115,Google
1116,Cosmic Cow Llc
1117,Yc Games
1118,Doublebee
1119,President Studio
1120,Ghostshark
1121,Pragmatix Ltd
1122,Reakktor Studios
1123,"二色幽紫蝶, Re零同人社"
1124,Fifth Dimension Company
1125,Bankroll Studios
1126,Games By Malcs
1127,Snk Corporation
1128,Blackhole
1129,Almost Human Games
1130,"Piranha Bytes, Thq Nordic"
1131,Mad Otter Games
1132,"Ubisoft Annecy, Ubisoft Belgrade, Ubisoft Kyiv, Ubisoft Pune, Ubisoft Odesa"
1133,Naddic Games
1134,Neko Works
1135,Stoic
1136,Velan Studios
1137,Wolfire Games
1138,Pounce Light
1139,Ion Lands
1140,Raven Software
1141,Beautiful Glitch
1142,陈 世杰
1143,Monolith
1144,Ea - Maxis
1145,"Creative Assembly, Pc Port - Hardlight"
1146,Zombie Panic! Team
1147,Runner Duck
1148,"Sonic Team, Bitbaboon"
1149,D-Pad Studio
1150,"An Productions, Poxpower"
1151,"Traveller'S Tales, Tt Games, Feral Interactive (Mac)"
1152,Atlant Games Ltd
1153,Evga
1154,Big Cheese Studio
1155,Holyday Studios
1156,Cosmic Adventure Squad
1157,Shiny Shoe
1158,Bad Pixel
1159,Shiver Games
1160,Fayju
1161,Smorb Software
1162,"Ubisoft - San Francisco, Ubisoft - Osaka"
1163,Compulsion Games
1164,Amaterasu Software
1165,"French-Bread, Type-Moon, Lasengle Inc., Tamsoft Corporation, Gameloop Inc."
1166,Mages. Inc.
1167,"Dekovir Entertainment, Sibear Games"
1168,"Valofe, Nexon"
1169,Isolated Games
1170,"Grizzlygames, Mythwright"
1171,Randumb Studios
1172,Emmanuel Perrillon
1173,Nils Jakrins
1174,F2Games
1175,"Housemarque, Climax Studios"
1176,Vertigo Gaming Inc.
1177,Katauri
1178,Payload Studios
1179,Sean Young
1180,Limited
1181,Ubisoft Montpellier
1182,Limbic Entertainment
1183,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)"
1184,Abbey Games
1185,Nexile
1186,Anvil Game Studios
1187,Vertigo Games America
1188,Boxelware
1189,"Square Enix, Acquire Corp."
1190,Dire Wolf
1191,Awesome Games Studio
1192,Thing Trunk
1193,"Ubisoft Toronto, Ubisoft Montreal, Ubisoft Kyiv, Ubisoft Shanghai, Ubisoft Berlin"
1194,Soulgame Studio
1195,L2 Games
1196,Bytro Labs Gmbh
1197,Brutal Software
1198,Level5 Inc.
1199,Coldwood Interactive
1200,"Carbomb Software, Nova Dimension"
1201,Joey Drew Studios
1202,Agafonoff
1203,Elijah Newman-Gomez
1204,"Boundless Dynamics, Llc"
1205,Dambuster Studios
1206,Yacht Club Games
1207,Image & Form Games
1208,Yeswecamp
1209,"Raven Software, Beenox"
1210,Weltenbauer. Software Entwicklung Gmbh
1211,Invincibles Studio Ltd
1212,Kiddy
1213,Curtis English
1214,Logic Artists
1215,Stillalive Studios
1216,"Bigscreen, Inc."
1217,"Tt Games, Traveller'S Tales"
1218,（Hong Kong）Gkd Game Studio
1219,Abrakam Entertainment Sa
1220,"Falco Software, Laush Dmitriy Sergeevich"
1221,"Flaming Fowl Studios, Saber Interactive"
1222,"Benjamin ""Thingonitsown"" Hauer"
1223,The Farm 51
1224,Maschinen-Mensch
1225,Skydance Interactive
1226,Beawesome Games
1227,Dark Curry S.L.
1228,Foxy Voxel
1229,Unfrozen
1230,Dynamic Pixels
1231,Spacecan
1232,Drago Entertainment
1233,Devika
1234,Ubisoft Paris
1235,Game Smithing Limited
1236,Nobodyshot
1237,Proton Studio Inc
1238,Bureau 81
1239,Eidos-Montréal
1240,Blue Wizard Digital
1241,Sanctum Games
1242,Code Horizon
1243,Mouldy Toof Studios
1244,Blueline Games
1245,Deck Nine
1246,"Shokunin, Thomas M. Visser, Vincent Thiele"
1247,Uplay Online
1248,Smola Game Studio
1249,Hazelight Studio
1250,Defiant Development
1251,Tindalos Interactive
1252,Flow Fire Games
1253,Lightning Man Media
1254,"Capybara, Superbrothers, Jim Guthrie"
1255,Deli Interactive Llc
1256,Radical Fish Games
1257,Bandai Namco Studio Inc.
1258,Empires
1259,Mikhail Maksimov
1260,香港商河洛互動娛樂股份有限公司
1261,Zen Studios
1262,Chasing Carrots
1263,Overborder Studio
1264,Fictiorama Studios
1265,"World'S Edge, Forgotten Empires, Tantalus Media, Captureage, Virtuos Games"
1266,Obb Studio Inc.
1267,Star Vault Ab
1268,Ask Homework
1269,Smart Game Booster
1270,Jforce Games
1271,Midjiwan Ab
1272,Playtonic Games
1273,"Team Ladybug, Wss Playground"
1274,Maiden Gaming Inc.
1275,Fireproof Games
1276,"Square Enix, Toylogic Inc."
1277,Kit9 Studio
1278,"Virtual Basement Llc, Code Headquarters Llc"
1279,Gaming Minds Studios
1280,Campfire Games
1281,Sabotage Studio
1282,Notovia
1283,Hypetrain Digital
1284,Spicyhorse Games
1285,Picroma
1286,Lightspeed Studios™
1287,Titulum Enterprises Limited
1288,Dr Studios
1289,Giant Enemy Crab
1290,Supermassive Games
1291,"Entwell Co., Ltd."
1292,"Jundroo, Llc"
1293,"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)"
1294,Noisestorm
1295,Reikon Games
1296,Cold Beam Games
1297,Stairway Games
1298,"Tom Create, 株式会社トムクリエイト"
1299,Lafrontier
1300,Npc Studio
1301,Leafy Games
1302,"Nightdive Studios, Irrational Games, Looking Glass Studios"
1303,Goldhawk Interactive
1304,Die Of Death Games
1305,Teyon
1306,Timegate Studios
1307,Ragesquid
1308,"Sparpweed, Codeglue"
1309,Rogue Factor
1310,"Id Software, Avalanche Studios"
1311,Casioqu
1312,Ino-Co Plus
1313,Introversion Software
1314,Igg Singapore Pte. Ltd.
1315,Sukeban Games
1316,Bluebutton Games
1317,Enteri
1318,Killhouse Games
1319,Ubisoft Montréal
1320,Meta Interaction
1321,Undaunted Games
1322,Proletariat Inc.
1323,Indiesolodev
1324,"Valofe, Webzen"
1325,Stegersaurus Software Inc.
1326,Transhuman Design
1327,"Wild Shadow Studios, Deca Live Operations Gmbh"
1328,Artdink
1329,Witch Beam
1330,Marxnet
1331,Juppiomenz
1332,Blankmediagames Llc
1333,Jutsu Games
1334,Old B1Ood
1335,"Warner Bros. Games Montréal, Qloc"
1336,Chris Sawyer Productions
1337,Cabo Studio
1338,Milestone S.R.L.
1339,Grimlore Games
1340,Crafting Legends
1341,Vambear Games
1342,Bare Mettle Entertainment
1343,3Division
1344,Little Green Men Games
1345,"Square Enix, Koei Tecmo Games Co., Ltd."
1346,"Nerve Software, Gearbox Software, Llc"
1347,Tentacle Games
1348,Strange Loop Games
1349,Digital Melody
1350,"Cyberconnect2 Co., Ltd."
1351,Sekerin Productions
1352,Alt Lab
1353,"David Hensley, Alex Quick"
1354,Messhof
1355,Blue Bottle Games
1356,Wonder Potion
1357,Sabotage
1358,Kitfox Games
1359,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano"
1360,One More Level
1361,Kingsisle Entertainment
1362,Trese Brothers
1363,Cat5Games
1364,Jadon Barnes
1365,"Mercurysteam, Climax Studios"
1366,Azure Flame Studio
1367,Crema
1368,Okyo Games
1369,Troika Games
1370,Big Robot Ltd
1371,Devotid
1372,Brilliant Game Studios
1373,Turning Wheel Llc
1374,Weather Factory
1375,Weappy Studio
1376,Bezbro Games
1377,"New Reality Games, Eduard Mirica"
1378,"Team17 Digital, Ghost Town Games"
1379,Planet Jem
1380,Insayn
1381,"Ensemble Studios, Behaviour Interactive, 343 Industries"
1382,Bithell Games
1383,Dingaling Productions
1384,Greylock Studio
1385,"Nippon Ichi Software, Inc."
1386,Hidden Path Entertainment
1387,Pixel Puzzles
1388,"Subvert Games, Polygon Moon"
1389,Charlie Oscar Lima Tango Interactive Entertainment
1390,Intercept Games
1391,"Coatsink, Grizzlygames, Stage Clear Studios"
1392,The Knights Of Unity
1393,Color Gray Games
1394,"Cloudcade, Inc."
1395,Black Cardioid Games
1396,Mint Age Studios
1397,Ice-Pick Lodge
1398,3F Interactive
1399,Cm Immersive
1400,Perfectly Paranormal
1401,Digitaldna Games
1402,Studio Fizbin
1403,半瓶醋工作室（Half Amateur Studio）
1404,Alister Software
1405,Asymmetric
1406,"Tt Games, Feral Interactive (Mac)"
1407,V1 Interactive
1408,Atomteam
1409,Kt Racing
1410,"Tlön Studios, Ilex Games"
1411,Terrible Toybox
1412,Oddworld Inhabitants
1413,"Ludosity, Fair Play Labs"
1414,Sonic Team
1415,"Ci Games, Deck 13"
1416,Streum On Studio
1417,1-Reality
1418,Mobitech Llc
1419,Playata Gmbh
1420,Konstantin Koshutin
1421,"World Golf Tour, Llc"
1422,Gears For Breakfast
1423,"Idea Factory, Compile Heart, Tamsoft"
1424,Brightrock Games
1425,Redhill Games
1426,Megastorm Games
1427,Rubydev
1428,Hovgaard Games
1429,Core Design
1430,Krillbite Studio
1431,Pyro Studios
1432,Realm Archive
1433,Luis Antonio
1434,Ryseup Studios
1435,"Volens Nolens Games, Nikita P. Chiril G."
1436,"Pilgrim Adventures, Grabthegames Studios"
1437,Other Tales Interactive
1438,Stainless Games
1439,Zero-K Team
1440,Tall Story Studios
1441,Fishing Cactus
1442,91Act
1443,Choice Provisions
1444,Yggdrazil Group Public Company Limited
1445,Fun Dog Studios
1446,Mode 7
1447,@Unepic_Fran
1448,Oleg Skutte
1449,Pipeworks Studios
1450,Eyedentity Games Inc.
1451,Giant Games
1452,Texel Raptor
1453,Softstar Technology(Beijing)
1454,Gentlymad Studios
1455,The Creative Assembly
1456,Ghosthunter
1457,Lugus Studios
1458,Lesley Dodd
1459,"Volition, Kaiko"
1460,Zurvivor
1461,Reverie World Studios
1462,Baroque Decay
1463,Might And Delight
1464,Dancing Dragon Games
1465,Days Of Wonder
1466,Yuzusoft
1467,Rain Games
1468,"Arnaud De Bock, Rémi Forcadell, Alan Zucconi, Calum Bowen, Sectordub"
1469,"Square Enix, Tose Co., Ltd."
1470,Tigames
1471,We'Re Five Games
1472,Team Samoyed
1473,Counterplay Games Inc.
1474,Altfuture
1475,"Pinokl Games, Kverta"
1476,Deconstructeam
1477,"Firaxis Games, Feral Interactive (Mac)"
1478,Double Damage Games
1479,"Saikono, Sokar"
1480,Exagongames
1481,Jsl Entertainment
1482,Toastielabs
1483,Iron Galaxy Studios
1484,Moi Rai Games
1485,Luden.Io
1486,Codemasters Action Studio
1487,Sergey Dovganovskiy
1488,Tribe Studios
1489,Ironwood Studios
1490,Everything Unlimited Ltd.
1491,Fiveamp
1492,Cosmographic Software
1493,Mydockfinder
1494,Sigma Team Inc.
1495,Ramen Vr
1496,"Sonic Team, Hardlight"
1497,Smoking Wolf
1498,Aluba Van+
1499,Egamer
1500,Brave At Night
1501,"落叶岛项目组, 橘子班"
1502,Digitales Interactive
1503,Trepang Studios
1504,Eidos Interactive
1505,Gameprix
1506,Red Beard Games
1507,"Hayden, Rothman"
1508,Pixeltail Games
1509,Nerial
1510,Critical Hit Games
1511,Draw Me A Pixel
1512,Alter Games
1513,Ngd Studios
1514,"Hologryph, Dynamic Pixels"
1515,Valera Entertainment
1516,Ivory Tower In Collaboration With Ubisoft Reflections
1517,"Geoff 'Zag' Keene, Deep Field Games"
1518,Neverjam
1519,Eternal Dream
1520,Khb-Soft
1521,Lighthouse Games Studio
1522,Pupuya Games
1523,Pigravity
1524,Voracious Games
1525,Redro Games
1526,Tomorrow Corporation
1527,Colloseusx
1528,Spellbound
1529,Rdt.32
1530,Savysoda
1531,Jump Over The Age
1532,The Astronauts
1533,The Swordman Studio
1534,Cold Symmetry
1535,Nukgames
1536,Downpour Interactive
1537,Camshaft Software Ltd
1538,"Strelka Games, Yonder"
1539,Teneke Kafalar
1540,Newprojekt
1541,Digixart
1542,"Purple Lamp, Golemlabs"
1543,Kubold
1544,Lion'S Shade
1545,"Wildworks, Inc."
1546,Endgameloop Games
1547,Playsport Games
1548,一个小目标工作室
1549,David Oreilly
1550,David Mulder
1551,Two And A Half Studios
1552,The Battle For Wesnoth Project
1553,"Crespirit, Gemayue"
1554,Slug Disco
1555,Grizzlygames
1556,Fullbright
1557,Redrock Game Studios
1558,Deep Water Studio
1559,Kk Game Studio
1560,Walternate Realities
1561,T3 Entertainment
1562,Delusional Games
1563,Modern Storyteller
1564,Secret Exit Ltd.
1565,Bandai Namco Forge Digitals Inc.
1566,Sirgoose
1567,Crazy Rocks
1568,Brock De Beaubien
1569,Pixiv Inc.
1570,Keen Games
1571,Evil Raptor
1572,Radiant Entertainment
1573,"Virtual Desktop, Inc."
1574,Kudosoft
1575,"Cyberstep, Inc."
1576,Noble Master Llc
1577,Dimension 32 Entertainment
1578,Slipgate Ironworks™
1579,"Ukrainian Bears, Hideo Milos"
1580,Tml-Studios
1581,Bandai Namco Entertainment Inc.
1582,Lucid11 Interactive
1583,Black Pants Studio
1584,Yoogame
1585,Crenetic Gmbh Studios
1586,Gosdev Production
1587,Aspyr
1588,Vector3 Studio
1589,Night School Studio
1590,Power Of 2
1591,"Level Up Labs, Llc"
1592,Nightdive Studios
1593,Digital Cybercherries
1594,"Neosonyx Co., Ltd."
1595,4 I Lab
1596,Don'T Nod
1597,Minmax Games Ltd.
1598,"Double Helix Games, Capcom"
1599,Diminished Studios
1600,"Cookiedev, Ultimate Games S.A."
1601,Mastfire Studios Pty Ltd
1602,"Konami Digital Entertainment Co., Ltd"
1603,Explosive Squat Games
1604,Born Ready Games
1605,Everguild Ltd.
1606,Hidechara
1607,Dreambyte Games
1608,Earthshine
1609,Bad Viking
1610,Cherry Pop Games
1611,Sunny Side Up
1612,"Gravvit Ltd, Forbes  Consult Ltd"
1613,The Parasight
1614,Big Fat Alien
1615,Sdenternet
1616,Flyanvil
1617,Movingblocks
1618,Camex Games
1619,Digital Leisure Inc.
1620,"Tequila Works, S.L."
1621,"Deadpan Games, Gaziter"
1622,Kvltgames
1623,34Bigthings Srl
1624,Easygamestation
1625,Tabletopia
1626,[Geim].Pro
1627,Runeforge Game Studio
1628,Awe Interactive
1629,Adamvision Studios
1630,Redlynx
1631,Meerkat Games Corporation
1632,"1C Game Studios, 777 Studios"
1633,"Stellar Entertainment, Criterion Games"
1634,Nikita Kryukov
1635,Capcom Vancouver
1636,Chronos Unterhaltungssoftware
1637,Azimuth Team
1638,Eggcode
1639,Oneone1
1640,Team Reptile
1641,Inflexion Games
1642,Test3 Projects
1643,"Invictus Games Ltd., Jogara Ltd"
1644,Darksun Studio
1645,Polyarc
1646,Marco Amadei
1647,"Capcom Co., Ltd"
1648,Tate Multimedia
1649,Holotech Studios Inc.
1650,Wanadevstudio
1651,Astronomic Games
1652,"Platinumgames, Little Stone Software"
1653,Frooxius
1654,Tokoronyori
1655,Masthead Studios Ltd
1656,Degenerals S.A.
1657,"Idea Factory Co., Ltd., Compile Heart Co., Ltd., Felistella Co., Ltd."
1658,High North Studios As
1659,Labory
1660,Passtech Games
1661,"Bigbox Vr, Inc."
1662,Chongming Studio
1663,Doctor Shinobi
1664,Rittzler
1665,Zadbox Entertainment
1666,Vaclav Hudec
1667,Toxic Games
1668,Final Form Games
1669,Playflock
1670,Agc
1671,"Tripwire Interactive, Anti Matter Games"
1672,Colepowered Games
1673,Fakt Software
1674,Desktop Daydreams Studios
1675,Bloober Team
1676,Rejected Games
1677,Madout Games
1678,Astrolabe Interactive Inc.
1679,Nearga
1680,14° East
1681,Team17 Software Ltd.
1682,Red Nexus Games Inc.
1683,Pixpil
1684,"Croteam, Timelock Studio"
1685,Hunted Cow Games
1686,"Visual Concepts, Yuke'S Co., Ltd"
1687,Studio Surgical Scalpels
1688,Kovaak Games
1689,Code Club Ab
1690,Simbin
1691,"Jackbox Games, Inc."
1692,The Molasses Flood
1693,Moehaus Co. Ltd
1694,Laumania Aps
1695,Coldgames
1696,Fenix Fire Entertainment
1697,Blackrobe
1698,Catobyte
1699,Blazing Fanfish
1700,Digital Fusion Inc.
1701,Pablo Leban
1702,"Voidpoint, Llc"
1703,Ac Games
1704,Mercurysteam
1705,Tragsoft
1706,Affray Interactive
1707,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy, Flazm"
1708,"Iracing.Com Motorsport Simulations, Iracing"
1709,Mi'Pu'Mi Games Gmbh
1710,Shayride Studios
1711,"Lazy Bear Games, Uroboros Games"
1712,Manic Mice
1713,Love In Space
1714,Basically Games
1715,Doom Turtle
1716,Funyoo Games
1717,Code}{Atch
1718,Boom Team
1719,"Double Fine Productions, Shiny Shoe"
1720,"Squanch Games, Inc."
1721,Eq Studios
1722,Thorium
1723,Night Animals
1724,"Dan  Walters, Ceri Williams"
1725,The Elephant Crew
1726,Comongames
1727,Yingpei Games
1728,"Hong Kong Spark Software Technology Co., Limited"
1729,10Tons Ltd
1730,Clever Plays
1731,"Upper One Games, E-Line Media"
1732,"Tt Fusion, Traveller'S Tales"
1733,"Ea - Maxis, Aspyr (Mac)"
1734,Pixelatto
1735,Piedpipers Team
1736,Four Circle Interactive
1737,Ace Team
1738,Samurai Punk
1739,Scienart Games
1740,奇门互娱
1741,Dead Turtle
1742,Ratloop Asia
1743,Tiburon
1744,Pixeye Games
1745,"Best Way, Digitalmindsoft"
1746,"Dual Effect, Abstract Digital"
1747,Angela He
1748,"Bitmonster, Inc."
1749,Nanoo
1750,Jdm4Ik
1751,Bad Vices Games
1752,Rotatipyra
1753,"Team Ninja, Koei Tecmo Games Co., Ltd."
1754,Byte Barrel
1755,Fiddlesticks Games
1756,Fika Productions
1757,Angela Game
1758,Illusion Ray
1759,Sos Sosowski
1760,"Zoe Vartanian, Badru, Isa Hutchinson, Michael Bell"
1761,Puny Human
1762,Placeholder Gameworks
1763,Wrong Organ
1764,"Midgar Studio, Fusty Game"
1765,We Create Stuff
1766,Soccer Manager Ltd
1767,Nomad Assembly
1768,Misc Games
1769,Zero Point Software
1770,Korek Production
1771,Pixel Pointer Studios
1772,Simon Blasen
1773,Three-Sixty Pacific
1774,Svavelstickan
1775,6 Eyes Studio
1776,"Eric Hartman, Ben Garney, Anthony Rotondo"
1777,Studio 397
1778,Battlegoat Studios
1779,Bingobell
1780,Nihon Falcom
1781,Onskull Games
1782,Bu Yi Ltd.
1783,八名木Games
1784,Ztek Studio
1785,Hungry Couch Games
1786,Kloonigames
1787,Eduard Kozadaev
1788,Zloy Krot Studio
1789,Treeform
1790,Tribute Games Inc.
1791,I-Deal Games
1792,Electrovore
1793,Bleakmill
1794,"Plausible Concept, Oskar Stålberg"
1795,Eutechnyx
1796,"Dillon Rogers, David Szymanski, Nate Berens, Thomas Porta"
1797,Inferna Ug (Haftungsbeschränkt)
1798,Keyue Game Studio
1799,Darkbasicsoftwarelimited
1800,"Naughty Dog Llc, Nixxes Software, Iron Galaxy Studios"
1801,Dragonfly
1802,Kaizen Game Works
1803,Gb Patch Games
1804,"Capcom Co., Ltd., Neobards Entertainment Ltd."
1805,滑稽工作室
1806,"Looking Glass Studios, Nightdive Studios"
1807,Stubby Games
1808,Sc Jogos
1809,Invent4 Entertainment
1810,Alda Games
1811,Z4
1812,"Wfs, Inc."
1813,Spooky Doorway
1814,Crystal Shard
1815,Rake In Grass
1816,Space Cat Studios
1817,Creoteam
1818,Breaker Games
1819,Monkeys Lab.
1820,"Gearbox Software, Stray Kite Studios"
1821,Raymond Doerr
1822,"Bloober Team, Anshar Studios"
1823,Jack Tech
1824,Bird Bath Games
1825,"Fivefor Co., Ltd."
1826,Hippo Games
1827,"Next Path Media, Fstr"
1828,"Nicalis, Inc., Studio Pixel"
1829,Guru Games
1830,Neat Corporation
1831,Tpp Studio
1832,Shedworks
1833,4Head Studios
1834,Mister Morris Games
1835,"Pendulo Studios, Ys Interactive"
1836,Infomediji D.O.O.
1837,Burian Media Enterprises
1838,Clockstone
1839,托更的修罗
1840,Tobias Springer
1841,Aleksandr Golovkin
1842,Lwna
1843,Trampolinetales
1844,"Gunpowder Games, Inc., Tideturners"
1845,Positech Games
1846,Носков Сергей
1847,"Stellar Jockeys, Gausswerks"
1848,Parallel Space Inc
1849,"Vanguard Games, 343 Industries"
1850,Eight Points
1851,Ubisoft Paris Studio
1852,Superboss Games
1853,Blueeagle Productions
1854,"Erasmo Cândido Mutemba, Dilto João Banze, Osvaldo Dos Santos Cândido Mutemba"
1855,"Chris Nordgren, Jordi Roca"
1856,Vile Monarch
1857,"Gaslamp Games, Inc."
1858,"The Water Museum, Cockydoody, Abmarnie, Cameron Ginex"
1859,Moppin
1860,Do My Best
1861,Gdt Limited
1862,Somnium Space Ltd.
1863,Microids Studio Paris
1864,Genemesicx
1865,Vitali Kirpu
1866,Hb Studios Multimedia Ltd.
1867,Riverside Sports
1868,Abstractart
1869,Cheesecake Dev
1870,Atomictorch Studio
1871,Odd Bug Studio
1872,Kerberos Productions
1873,Untitled Studio
1874,Duck
1875,Skywall Studios Llc
1876,Angel Matrix
1877,"My Little Planet Ltd, Mucky Foot Productions Ltd"
1878,Fox Dawn
1879,Powerhoof
1880,Byterunners Game Studio
1881,"Pt.Farm Inc., Imperium42®, Llc"
1882,Freehold Games
